key,realUp,stock,code,day,title,href,context
0,1,차바이오텍,085660,20180102,차바이오그룹 회장으로 송재훈 전 삼성서울병원장 선임,https://n.news.naver.com/mnews/article/011/0003187453?sid=101,"[서울경제] 차바이오그룹은 송재훈 전 삼성서울병원장을 신임 회장으로 선임했다고 2일 밝혔다.  신임 송 회장은 앞으로 차바이오텍(085660)과 CMG제약 등 차바이오그룹 내 기업들의 경영을 총괄하고 차바이오텍 회장도 겸임한다.  송 회장은 서울대 의과대학 학·석·박사를 취득했으며 성균관대학교 의과대학 학장, 삼성서울병원 병원장 등을 지냈다. 아시아 최초 감염병 예방 단체인 ‘아시아태평양감염재단’을 설립해 이사장으로 활동하고 있고 ‘항생제 내성 감시를 위한 아시아 연합’ 대표도 맡고 있다.  송 회장은 “차바이오그룹이 세계적인 생명공학그룹으로 성장할 수 있도록 조직의 변화와 혁신을 이끌어 나가겠다”고 밝혔다.  /김경미기자 kmkim@sedaily.com  송재훈 차바이오그룹 신임 회장이 2일 경기 성남시 판교동 차바이오컴플렉스 국제회의실에서 열린 취임식에서 취임인사를 하고 있다. /제공=차병원  [서울경제 바로가기] 이제 주식시세도 서울경제에서 확인하세요 [바로가기▶] 서울경제의 모든 연재물!... 서경Cube [바로가기▶]   저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
0,1,차바이오텍,085660,20180102,"차바이오텍, 美 보조금 집행으로 수익성 개선 전망, 52주 신고가",https://n.news.naver.com/mnews/article/366/0000394654?sid=101,"바이오기업 차바이오텍의 실적 기대감이 고조되고 있다. 2017년 4분기 실적부터 미국 차병원의 정부보조금이 새롭게 반영되기 때문이다.  나아가 배아줄기세포를 이용한 치료제 개발도 순조롭게 진행되고 있고, 국내뿐 아니라 세계 학계에서 다양한 활동을 펼쳐온 송재훈 전(前) 삼성서울병원장이 2일 차바이오텍과 CMG제약 등의 경영을 총괄하는 차바이오그룹 회장으로 취임해 큰 관심을 끌고 있다.  송재훈 차바이오그룹 회장은 “차바이오그룹은 세계적으로 드물게 의료기관과 연구기관, 기업이 연계된 산·학·연·병 시스템을 제대로 갖추고 있다”며 “현재의 조직을 더욱 향상하고 변화와 혁신을 이끌어 차바이오그룹이 세계적인 생명공학그룹으로 성장할 수 있도록 최선을 다하겠다”고 말했다.  이 같은 호조에 주식 시장도 오름세를 보인다. 2일 차바이오텍(085660)은 52주 신고가를 기록했다. 최근 3일간 평균 거래량이 1544만주로, 60일 하루 평균 거래량 261만 주와 비교하면, 최근 거래량이 급증한 셈이다.  ◆ 미국 QAF 승인으로 4분기 실적 향상 기대  지난 12월, 미국 당국은 미국 차병원(CHA Hollywood Presbyterian Medical Center)에 대한 5차 QAF(미국 정부보조금)를 승인했다. 2017년 1월부터 2019년 6월까지 30개월 동안 5차 QAF 집행 비용 규모는 1억7901만달러(1902억9375만원)에 이른다.  QAF(Quality Assurance Fee)는 미국 연방 정부가 저소득층 환자들을 대상으로 헬스케어 서비스를 제공하는 캘리포니아 소재 의료기관에 보조금을 지급하는 프로그램이다. 그동안 미국 연방 정부가 승인을 미루면서 차바이오텍은 미국 병원의 정부 보조금 매출은 실적에 반영하지 못해왔다.  김형수 케이프투자증권 연구원은 “(QAF 승인으로) 차바이오텍의 미국병원 실적 불확실성이 해소될 것”이라며 “올해 1~3분기에 인식되지 못했던 미국 병원 QAF 매출이 4분기에 반영돼 매출과 수익성 상승이 예상된다”고 말했다.  2017년도 4분기 예상(인식) 매출액은 4차 QAF 450만달러와 5차 QAF 3760만달러를 합산한 4210만달러(447억2200만원) 규모로 추정되며 QAF 승인에 따른 수익도 2650만달러(281억4830만원)에 이를 것으로 전망됐다. 5차 QAF 매출은 4차 QAF 대비 원가율이 41.3%에서 31%로 하락하는 반면, 이익률은 69%에 이를 것으로 예상됐다.  케이프투자증권 제공   차바이오텍은 상반기 흑자전환에 성공했다. 2014년 인적 분할 이후 계속 적자였다가 2017년 상반기 누적 매출액이 전년 동기 대비 33.1% 증가한 120억원, 누적 영업 이익 1억원을 기록하며 흑자 전환했다.  ◆ 생명윤리법 허용 범위 확대로 미소 짓나  정부가 배아줄기세포 연구 분야에 대한 규제 개선 의지를 표하면서, 줄기세포 치료제를 개발 중인 차바이오텍이 규제 완화의 주요 수혜주로 꼽히고 있다.  지난 11월 말, 이낙연 국무총리는 ‘제2차 규제혁파를 위한 현장 대화’를 주재하면서 “배아줄기세포 연구 분야에서 연구 허용 질환 범위를 선진국 수준으로 허용할 것을 검토하겠다”고 밝혔다.  현행 생명윤리법 제29조와 31조는 배아연구의 범위를 난임치료, 근이양증, 희귀난치병 등 22개 질환에 대한 연구로 한정하고 있는데, 허용 범위를 더 확대할 수 있음을 시사한 것이다.  차바이오텍은 국내에서 가장 많은 16종의 줄기세포 파이프라인(신약후보물질)을 보유하고 있는 기업으로, 줄기세포 치료제 상업화를 위해 다양한 임상을 진행하고 있다. 그동안 차병원그룹 내 연구자들은 국내법을 피해 인간 배아줄기세포 복제 및 치료제 임상시험 등을 미국에서 진행해왔다.  차바이오텍 파이프라인 임상시험 진행 현황 / 차바이오텍 제공  이 회사의 1호 파이프라인인 급성 허혈성 뇌졸중 탯줄 줄기세포치료제 코드스템(Cordstem-ST)의 임상 1/2a상을 종료하고 그 결과를 공개했으며, 혈액 공급에 문제가 생겨 걷거나 달리는 도중 갑자기 다리에 통증이 생기는 ‘간헐성파행증’ 태반 중간엽 유사세포 치료제에 대한 글로벌 임상 2상도 진행 중이다.  차바이오텍 관계자는 “설립 초기부터 다양한 배아줄기세포에 대한 연구 역량을 축적해왔고, 현재 국내외에서 다양한 임상시험이 동시에 전개되고 있다”며 “차바이오텍이 보유 중인 국내 최대 규모의 줄기세포 치료제 파이프라인에 대한 차기 전략 세포치료제를 선정해 상용화에 속도를 낼 것”이라고 말했다.  [허지윤 기자 jjyy@chosunbiz.com]    chosunbiz.com"
0,1,차바이오텍,085660,20180102,"[마켓뷰] 약달러에 경기민감주 강세…""업종 순환매 이어질 것""",https://n.news.naver.com/mnews/article/366/0000394634?sid=101,"새해 첫 증시는 상승장이었다. 조선, 건설, 철강 등 경기 민감주가 강세를 나타낸 가운데 제약·바이오까지 선방했다.  경기 민감주는 원자재 가격 강세에, 제약·바이오는 위험 선호가 커진 탓에 상승했다. 당분간 IT나 은행 등 기존 주도주보다는 상대적으로 주목을 덜 받았던 업종 위주로 순환매가 이어질 것으로 전망된다.  2일 코스피지수는 전날보다 0.49%(12.16포인트) 오른 2479.65에 마감했다. 코스닥지수는 1.76%(14.03포인트) 상승한 812.45에 장을 마쳤다.   ◆ 약달러 덕에 원자재 상승…조선, 건설, 철강 등 관련주 덩달아 강세  전문가들은 최근 이어지는 약달러 덕에 원자재 가격이 상승하자 경기민감주가 주목받았다고 해석했다. 보통 달러와 원자재 가격은 반대로 가는 경향이 있다. 달러가 약세일 땐 원자재 가격이 강세를, 달러가 강세일 땐 원자재 가격이 약세를 나타낸다.  이날 서울 외환시장에서 달러화 대비 원화 환율은 전날보다 9.30원 떨어진 1061.20원에 마감했다. 지난 2014년 10월 30일 기록했던 1055.5원 이후 3년 2개월 만에 최저 수준이다.  달러 약세에 따라 원자재 가격도 강세다. 국제 유가는 지난 12월 29일(현지시각) 서부 텍스스산원유(WTI) 2월물 기준으로 60달러선을 돌파하며 마감했다. WTI가 종가 기준으로 60달러를 넘어선 것은 2년 반 만에 처음이다. 구리, 아연, 알루미늄, 철강 등 원자재 가격들은 잇따라 상승세를 나타내고 있다.  박성현 삼성증권 연구원은 “미국은 현재 통화정책이든 재정정책이든 달러 강세를 이끌 만한 이벤트가 없다”며 “여기에 유럽과 일본은 완화적인 통화정책을 줄여나가고 있고 한국도 남북 긴장감이 완화되는 분위기라서 달러 약세가 심화되고 있다”고 설명했다.  박 연구원은 “달러 약세는 IT와 같은 수출주에 대해 부담이지만 원자재 관련주에는 긍정적”이라며 “이는 하루 이틀로 끝나기보다는 최소 한 달 동안 이어질 것으로 보인다”고 전망했다.  이진우 메리츠종금증권 연구원도 “오늘은 원자재 관련주가 주목받았다”며 “투자자들은 IT가 주춤하자 대안으로서 틈새를 노린 것 같다”고 말했다.  이날 현대중공업(009540), 삼성중공업(010140), 대우조선해양(042660)등 조선을 비롯해서 현대건설(000720), 현대산업(012630), 삼성엔지니어링(028050), GS건설(006360)등 해외 수주 의존도가 높은 건설주, 그리고 POSCO(005490), 고려아연(010130)등 철강, 비철금속 관련주가 강세를 나타냈다.  ◆ 위험 선호 심리 부각되며 제약·바이오도 강세…코스닥 800선 안착  이날 전반적으로 위험자산에 대한 선호심리가 살아나자 제약·바이오와 같은 성장주도 함께 주목을 받았다. 특히 시가총액 상위 종목 대부분 제약·바이오로 이뤄진 코스닥 시장이 크게 오르며 800선에 안착하는 성적을 거뒀다.  유가증권 시장에서는 삼성바이오로직스(207940)가 5%가량 올랐다. 한미사이언스(008930), 한미약품(128940), 녹십자(006280), 영진약품(003520)등 다른 제약주도 덩달아 강세를 나타냈다.  코스닥 시장에서는 셀트리온이 9% 넘게 오르며 10만원을 돌파했다. 차바이오텍(085660)은 가격 제한선까지 오르며 상한가를 기록했다. 셀트리온(068270), 셀트리온제약(068760), 메디톡스(086900), CMG제약(058820)등 다른 제약·바이오주도 일제히 오르며 코스닥 지수를 끌어올렸다.  박성현 연구원은 “위험 선호가 전반적으로 늘어난 분위기”라며 “대형주보다는 중소형주가, 가치주보다는 성장주가 돋보였다”고 전했다.  [박현익 기자 beepark@chosunbiz.com]    chosunbiz.com"
0,1,차바이오텍,085660,20180102,"[마켓뷰] 국내 증시, 연초 기대감에 상승…코스닥 800선 회복",https://n.news.naver.com/mnews/article/366/0000394577?sid=101,"국내 증시가 연초 기대감에 상승세를 나타내고 있다. 주로 외국인과 기관보다는 개인 투자자들의 매수세가 우위를 보이며 증시를 끌어 올리고 있다.  2일 오전 11시 54분 현재 코스피 지수는 전날보다 0.22%(5.38포인트) 오른 2472.87을 기록하고 있다. 같은 시각 코스닥 지수는 전날보다 0.93%(7.43포인트) 오른 805.85를 기록 중이다.  네이버 캡쳐  ◆ 코스피, 외국인 순매수 전환…“원화 강세는 우려할 일 아냐”  현재 유가증권 시장에서는 오르는 종목이 떨어지는 종목보다 더 많고, 장 초반 순매도하던 외국인이 순매수로 전환했다. 422개 종목이 오르고 있고 369개 종목이 떨어지고 있다. 외국인은 249억원 순매수하고 있다. 개인은 113억원 순매수, 기관은 654억원 순매도하고 있다.  서정훈 삼성증권 연구원은 “올해 국내 증시에 대한 기대감이 개장 첫 날 반영되고 있다”며 “외국인과 개인 투자자 위주로 기대감을 나타내고 있다”고 설명했다.  김두언 하나금융투자 연구원은 “국내 증시를 둘러 싼 대외적인 분위기가 좋다”며 “투자심리를 억눌렀던 북핵 리스크가 완화되는 흐름이고 글로벌 경기도 지난해와 마찬가지로 회복세를 이어가고 있다”고 전했다.  또 김 연구원은 이어지는 원화 강세에 대해 큰 부담을 느낄 필요가 없다고 주장했다. 원화가 지나친 강세를 나타낼 경우 수출 기업에 대한 실적 악화와 환손실을 우려한 외국인 매도세로 증시에 악영향을 끼칠 수 있다.  현재 달러화 대비 원화 환율은 전날보다 0.21%(2.20달러) 하락한 1066.30달러를 기록하며 원화 강세를 나타내고 있다.  그는 “글로벌 경기가 회복되는 상황에서 단가에 대한 부담보다는 한국 수출품을 사고자 하는 수요가 더 강하다”며 “또 현재 원화만이 아닌 엔화와 위안화도 달러화 대비 강세이기 때문에 반드시 악재라고만 할 수 없다”고 지적했다.  ◆ 코스닥, 11월 이후 처음으로 800선 회복…“1월 효과에 정책 기대감 반영”  네이버 캡쳐  유가증권 시장보다 코스닥 시장의 강세가 두드러진다. 코스닥 지수가 800선을 회복한 것은 지난해 11월 24일 이후 처음이다. 전문가들은 코스닥 시장이 ‘1월 효과’와 정부 정책 기대감에 오르는 것이라고 해석했다.  김예은 IBK투자증권 연구원은 “코스닥 시장은 매년 12월에 부진했다 1월에 반등하는 1월 효과와 함께 정책 기대감에 오르고 있다”고 진단했다.  서정훈 연구원은 “2000년부터 2017년까지 총 18번의 1월 중에서 12번이 상승 마감했다”며 “여기에 1월 중 코스닥 시장 활성화에 대한 구체적인 안이 나올 것으로 예상되며 상승하는 것”이라고 말했다.  이어서 그는 “2016년 기관 투자자들이 코스닥 시장에서 많이 팔았던 물량이 지난해 하반기부터 들어오고 있다”며 “현재까지 기관의 코스닥 포트폴리오 비중 확대가 유지되고 있다”고 덧붙였다.  현재 코스닥 시장은 주도주인 제약·바이오와 함께 IT·소프트웨어까지 고루 오르고 있다. 셀트리온(068270), 신라젠(215600), 티슈진(950160), CMG제약(058820), 메디톡스(086900), 차바이오텍(085660)등 제약·바이오와 지트리비앤티(115450), 아원시스 등 IT·소프트웨어가 강세다.  [박현익 기자 beepark@chosunbiz.com]    chosunbiz.com"
2,1,우리기술투자,041190,20180102,"[특징주]우리기술투자, 두나무 투자 '잭팟' 강세",https://n.news.naver.com/mnews/article/018/0004003328?sid=101,"[이데일리 박형수 기자] 우리기술투자(041190)가 급등하고 있다. 가상화폐 거래소인 업비트를 운영하는 두나무 지분 가치가 다시 주목받고 있다.  2일 오전 11시8분 우리기술투자는 전 거래일 대비 15.2% 오른 3865원에 거래되고 있다.  이날 정호윤 유진투자증권 연구원은 보고서를 통해 “지난 1일 기준 업비트의 일 거래대금은 약 7조원 수준으로 집계되며 이에 따라 보수적으로 원화마켓의 수수료율을 적용해 산출한 하루평균 수수료수익은 약 36억원 수준으로 판단된다”고 분석했다.  업비트는 카카오가 지분 25% 정도를 보유하고 있는 두나무에서 개발한 가상화폐 거래소다.  정 연구원은 “업비트 하루 거래대금이 7조5000억원인 경우 연간 1조3688억원의 매출액이 발생하고 이에 따른 카카오의 지분가치는 3조3852억원으로 추산된다”며 “업비트의 일 거래대금이 10조원으로 증가하면 카카오의 지분가치는 4조5564억원, 20조원일 경우 9조2412억원으로 늘어날 것”이라고 내다봤다.  이어 그는 “올해에도 가상화폐는 뜨거운 감자이며 가상화폐 시장 또한 많은 변화가 있을 것”이라며 “가상화폐가 한 때의 투기성 광풍으로 지나갈 수도, 건전한 하나의 투자처로 인식되며 안정적인 성장을 지속할 가능성이 모두 상존한다”고 덧붙였다. 블록체인 기술을 기반으로 한 가상화폐들이 새로운 형태의 자산이 될 가능성이 높은 현 시점에 지속적인 관심이 필요하다는 판단이다.  우리기술투자가 제출한 지난해 3분기 보고서에 따르면 매도가능금융자산 가운데 두나무 지분 7.13%를 보유하고 있다. 취득원가는 31억4310만원이다.  박형수 (parkhs@edaily.co.kr)  ▶네이버 채널에서 ‘이데일리’를 구독해주세요 ▶[페이스북] 보러가기~ ▶[카카오톡] 플친 맺기~♥   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
2,1,우리기술투자,041190,20180102,[마감]코스닥 810선 돌파..10년3개월만에 최고,https://n.news.naver.com/mnews/article/018/0004003696?sid=101,"- 개인·외국인 동반 순매수 - 가상화폐·남북경협관련주 상한가..통신장비, 제약주 급등  [이데일리 최정희 기자] 코스닥 지수가 810선을 단숨에 돌파했다. 10년3개월만에 최고치를 기록하며 1월 효과를 제대로 누렸다.  2일 마켓포인트에 따르면 코스닥 지수는 전 거래일보다 14.03포인트, 1.76% 오른 812.45에 거래를 마쳤다. 종가 기준으로 2007년 10월 11일 817.28선을 기록한 이후 최고치다. 코스닥 지수는 5거래일간 연속 상승하며 이 기간동안 무려 9.43% 급등했다.  이날 코스닥 지수는 개장부터 800선을 돌파하더니 810선을 단숨에 넘어섰다. 장중 813.40선까지 기록했다. 이는 2007년 11월 1일 장중 820.39선을 기록한 이후 최고점이다.  수급으로 보면 개인과 외국인이 각각 210억원, 877억원 동반 순매수세를 보였다. 기관투자자는 927억원 순매도를 기록했다.  시가총액으로 보면 희비가 갈렸다. 시총 1위인 셀트리온(068270)은 2%대, 신라젠(215600)은 9%대, 티슈진은 4%대 올랐다. 메디톡스(086900), 바이로메드(084990), 코미팜(041960), 셀트리온제약(068760) 등 시총 상위 제약바이오주가 올랐다. 반면 바이오주중에서도 셀트리온헬스케어(091990), 휴젤(145020) 등은 하락했다. CJ E&M(130960)과 로엔(016170) 등도 떨어졌다.  개별종목 중에선 가상화폐 거래소인 업비트를 운영하는 두나무의 지분 가치가 주목을 받으며 관련주가 상한가를 기록했다. 우리기술투자(041190)는 29.96% 급등했다. 김정은 북한 노동당위원장의 남북간 대화와 관련 전향적인 자세를 취하자 남북경협 관련주인 재영솔루텍(049630)도 30%대 상승했다. 아이지스시스템도 상한가를 보였다.  업종별로 보면 통신장비가 4%대 상승했고, 제약, 컴퓨터서비스가 3%대 상승했다. 인터넷, 소프트웨어, 음식료담배, 운송장비 및 부품, 섬유의류 등이 2%대 올랐다. 오락문화, 통신서비스, 디지털컨텐츠, 정보기기, 화학, 일반전기전자, 기계장비, 금속, 비금속 등도 1%대 상승했다. 반면 방송서비스, 유통, 출판 및 매체복제, 반도체 등도 하락했다.  이날 거래량은 9억7699만8000주, 거래대금은 6조5665억700만원으로 집계됐다. 상한가 5개 종목을 포함해 834개 종목이 올랐고, 하한가 없이 337개 종목이 하락했다. 99개 종목은 보합권에서 거래를 마쳤다.  최정희 (jhid0201@edaily.co.kr)  ▶네이버 채널에서 ‘이데일리’를 구독해주세요 ▶[페이스북] 보러가기~ ▶[카카오톡] 플친 맺기~♥   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
5,1,애머릿지,900100,20180103,"뉴프라이드, 미국 대마초 판매 호재에 이틀째 급등",https://n.news.naver.com/mnews/article/011/0003188038?sid=101,"[서울경제] 뉴프라이드(900100)가 미국 대마초 판매 합법화 소식에 3일 장초반에도 급등하고 있다.  이날 코스닥 시장에서 9시 6분 현재 뉴프라이드는 전거래일 대비 19% 오른 3,785원에 거래 중이다. 뉴프라이드는 전일 미국 캘리포니아주 내 기호용 대마초 판매가 합법화됐다는 소식에 상한가를 기록했다.  /이경운기자 cloud@sedaily.com  [서울경제 바로가기] 이제 주식시세도 서울경제에서 확인하세요 [바로가기▶] 서울경제의 모든 연재물!... 서경Cube [바로가기▶]   저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
5,1,애머릿지,900100,20180103,"금감원, 코스닥 대마초 관련주 `주의보` 발령",https://n.news.naver.com/mnews/article/018/0004004553?sid=101,"- 집중 모니터링 강화..""불공정거래 여부 점검"" - `대마초 관련주`..사업 연관성 적은데다 최근 적자 시현  [이데일리 최정희 기자] 금융감독원이 코스닥 기업 내 대마초 관련주에 대해 투자주의보를 발령했다.  금감원은 3일 보도자료를 내고 “대마초 관련주의 이상매매 여부를 집중 모니터링하는 한편, 허위사실 유포행위와 회사 관계자의 주식매매 관련 불공정거래 여부를 집중 점검하겠다”고 강조했다. 미국 29개주 및 캐나다에서 의료용 대마초가 합법적으로 사용되는 등 북미 지역에서 관련 규제가 완화되면서 해외 대마초 관련 사업에 진출하는 기업의 주가 변동성이 심해지고 있다.  금감원은 “대마초 사업을 추진하는 회사의 대부분은 제조업(자동차 부품, LCD제조)을 영위하고 있어 대마초 사업과 관련성이 적은데다 이들 기업은 최근 당기순손실을 기록하고 있어 주식 투자시 투자자들의 각별한 주의가 필요하다”고 밝혔다.  특히 “대마초 관련 사업 진출을 위해 외국기업 지분 취득이나 합작법인 설립을 홍보하는 경우 실제 지분취득이나 법인이 설립됐는지 회사의 공시사항을 면밀하게 확인할 필요가 있다”며 “제약·바이오 업종 회사와 연계해 대마초 사업 진출 계획을 알리며 ‘수혜주’로 홍보하는 경우도 유의해야 한다”고 설명했다. 또 관련 기업이 주가 부양을 위해 대마초 사업진출 계획을 발표하는 등 불공정거래 가능성도 있단 지적이다.  금감원이 대마초 관련주의 주가를 지난해 9월 1일 100으로 환산해 지수화한 결과 11월 29일이후 급등하기 시작해 12월 15일 229.35선을 찍더니 2일 161.61선까지 폭락했다고 분석했다. 고점 대비 무려 43% 하락 후 재반등한 것이다.  오성엘에스티(052420)는 지난달 21일 미국 캘리포니아주 소재 의료용 등 마리화나 제품 제조 및 유통 라이센스를 보유한 MSC사와 합작법인을 설립할 것이란 소식에 주가가 급등했다. 11월 29일 390원에서 3일 1015원까지 치솟아 한달여만에 무려 160% 넘게 상승했다. 뉴프라이드(900100)는 캘리포니아 주정부에 기호용 대마초 판매 허가를 신청하겠단 소식에 2거래일 연속 상한가를 기록했다.  금감원은 대마초 관련 주식 매매시 허위사실이나 풍문을 유포한 경우 불공정거래 행위로 형사처벌이나 과징금 부과 대상이 될 수 있다고 경고했다. (출처: 금융감독원)   최정희 (jhid0201@edaily.co.kr)  ▶네이버 채널에서 ‘이데일리’를 구독해주세요 ▶[페이스북] 보러가기~ ▶[카카오톡] 플친 맺기~♥   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
6,0,재영솔루텍,049630,20180103,"[특징주]남북 경협株, 북한 ""오늘 오후 판문점 연락채널 개통"" ↑",https://n.news.naver.com/mnews/article/018/0004004347?sid=101,[이데일리 박형수 기자] 남북 경제협력 관련주가 이틀째 강세다. 오는 9일 판문점에서 남북 고위급 회담을 열자는 우리 정부 제안에 대해 북한이 판문점 연락 채널을 열겠다는 입장을 밝히면서 주가에 영향을 준 것으로 보인다.  3일 오후 1시51분 재영솔루텍(049630)은 전날보다 22.22% 오른 2860원에 거래되고 있다. 제룡전기(033100) 이화전기(024810) 등도 급등하고 있다.  이날 북한 조선중앙TV는 김정은 노동당 위원장의 지시에 따라 오후 3시30분께 판문점 연락 통로를 개통하겠다고 전했다. 판문점 채널은 지난 2016년 2월 개성공단 운영을 중단한 뒤로 단절 상태였다.  앞서 조명균 통일부 장관은 전날 북한에 고위급 남북 회담을 제안하면서 “의제와 대표단 구성 등 세부 절차는 판문점 채널을 통해 협의하자”고 밝혔다.  박형수 (parkhs@edaily.co.kr)  ▶네이버 채널에서 ‘이데일리’를 구독해주세요 ▶[페이스북] 보러가기~ ▶[카카오톡] 플친 맺기~♥   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞
6,0,재영솔루텍,049630,20180103,"코스닥, 개인·외국인 '사자' 훈풍 타고 6일째 상승…북한 판문점 개통 발표도...",https://n.news.naver.com/mnews/article/082/0000768671?sid=101,"일 서울 명동 KEB하나은행 본점에서 한 직원이 환율과 주가에 집중하고 있다. 전일 크게 떨어졌던 원·달러 환율은 이날 1,060원대로 코스피와 코스닥은 각각 2480선, 810선에서 장을 시작했다. (사진=연합뉴스)   코스피가 작년 말부터 나흘 연속 상승하면서 2,500선 탈환을 향하고 있다. 코스피는 3일 오전 10시 15분 기준 전날보다 6.68포인트(0.27%) 오른 2,486.33을 나타내고 있다.  지수는 전날보다 4.98포인트(0.20%) 오른 2,484.63으로 출발한 뒤 한때 2,493.40까지 급상승하기도 했다. 이후에는 2,480대 중반에서 상승하고 있다.   지난밤 열린 새해 첫 뉴욕증시에서는 'FANG'(페이스북, 아마존, 넷플릭스, 구글)으로 불리는 정보기술(IT) 대형주, 철강 등의 강세에 힘입어 주요 지수가 일제히 강세였다.  특히 스탠더드앤드푸어스(S&P) 500 지수와 나스닥지수는 장중·종가 기준 최고치를 경신했다.  서상영 키움증권 연구원은 ""미국 증시에서 넷플릭스는 맥쿼리가 투자의견을 상향하자 4.75% 상승하는 등 FANG 기업이 올랐고, 반도체 관련주도 동반 상승했다""며 ""유럽과 미국의 철강 업종이 중국 철강제품 수요 증가 기대감에 오른 점도 한국 증시의 상승 요인""이라고 설명했다.  유가증권시장에서 외국인은 1천501억원어치 순매수로 지수를 밀어 올리고 있다. 개인과 기관은 각각 449억원, 1천82억원 규모 매도 우위다.  시가총액 상위 종목 가운데 미국 IT주 상승의 영향을 받은 삼성전자[005930](1.10%), SK하이닉스[000660](1.57%) 등을 비록해 현대차[005380](0.67%), 포스코[005490](5.16%), 삼성생명[032830](0.41%) 등이 상승세다.  반면 LG화학[051910](-0.73%), NAVER[035420](-1.47%), KB금융[105560](-0.16%), 현대모비스[012330](-0.39%) 등은 내리고 있다.  포스코와 함께 동부제철[016380](27.07%), 동부제철우[016385](24.56%)가 급등하면서 철강금속(3.15%) 업종의 상승세가 가장 가파르다.  전기전자(1.12%), 제조업(0.82%), 운송장비(0.77%), 기계(0.59%), 의약품(0.42%) 등도 오름세다. 서비스업(-1.23%), 건설업(-0.50%), 의료정밀(-0.43%), 유통업(-0.39%) 등은 하락하고 있다.  코스닥은 6거래일째 상승세가 이어지고 있다. 코스닥지수는 전 거래일보다 5.05포인트(0.62%) 오른 817.50을 가리키고 있다.  지수는 전날보다 3.85포인트(0.47%) 오른 816.30으로 출발해 820선 돌파를 시도하고 있다. 이날 장중 고가(817.71)는 2007년 10월 이후 최고치다.  코스닥 시총 상위주는 혼조세다.  셀트리온[068270](3.98%), 셀트리온헬스케어[091990](1.59%), 신라젠[215600](0.78%), 휴젤[145020](0.54%) 등은 오르지만, CJ E&M[130960](-2.08%), 티슈진(-1.10%), 펄어비스(-3.21%), 메디톡스[086900](-1.34%), 로엔[016170](-2.45%), 바이로메드[084990](-0.18%) 등은 내리고 있다.  한편, 오후 들어 북한이 3시 30분 남북 간 판문점 연락 채널을 다시 개통하겠다고 밝히자 남북 경협 관련 주가 일제히 올랐다.  재영솔루텍[049630]은 이날 오후 1시 58분 현재 코스닥시장에서 가격제한폭(29.06%)까지 오른 3천20원에 거래 중이다.  제룡산업[147830]도 17.16% 급등해 정적 변동성완화장치(VI)가 발동되기도 했다.  제이에스티나[026040](7.92%), 이화전기[024810](15.22%), 인디에프[014990](5.68%), 신원[009270](15.30%), 좋은사람들[033340](11.16%), 광명전기[017040](7.25%), 선도전기[007610](9.82%) 등의 주가도 큰 폭으로 올랐다.  이날 북한은 오후 3시 30분부터 판문점 연락 채널을 다시 개통하겠다고 밝혔다.  리선권 조국평화통일위원회 위원장은 조선중앙방송에 출연해 김정은 노동당 위원장의 위임에 따른 입장을 발표하면서 ""평창올림픽경기대회 대표단 파견 문제를 포함하여 해당 개최와 관련한 문제들을 남측과 제때에 연계하도록 3일 15시(서울시간 3시 30분)부터 북남 사이에 판문점 연락통로를 개통할 데 대한 지시를 주셨다""고 말했다.  조경건 부산닷컴 기자 pressjkk@"
